ES/EN,MX
"['Mateo_25_IJSUD.txt', 'Mateo_25_esp_rva.txt', 'Mateo_25_esp_a.txt']","['Mateo_25_xtm.txt', 'Mateo_25_mza.txt', 'Mateo_25_mxv.txt', 'Mateo_25_mpm.txt', 'Mateo_25_mks.txt', 'Mateo_25_mjc.txt', 'Mateo_25_miy.txt', 'Mateo_25_mit.txt', 'Mateo_25_mio.txt', 'Mateo_25_mih.txt', 'Mateo_25_mie.txt']"
"['Mateo_26_IJSUD.txt', 'Mateo_26_esp_rva.txt', 'Mateo_26_esp_a.txt']","['Mateo_26_xtm.txt', 'Mateo_26_mza.txt', 'Mateo_26_mxv.txt', 'Mateo_26_mpm.txt', 'Mateo_26_mks.txt', 'Mateo_26_mjc.txt', 'Mateo_26_miy.txt', 'Mateo_26_mit.txt', 'Mateo_26_mio.txt', 'Mateo_26_mih.txt', 'Mateo_26_mie.txt']"
"['Mateo_27_IJSUD.txt', 'Mateo_27_esp_rva.txt', 'Mateo_27_esp_a.txt']","['Mateo_27_xtm.txt', 'Mateo_27_mza.txt', 'Mateo_27_mxv.txt', 'Mateo_27_mpm.txt', 'Mateo_27_mks.txt', 'Mateo_27_mjc.txt', 'Mateo_27_miy.txt', 'Mateo_27_mit.txt', 'Mateo_27_mio.txt', 'Mateo_27_mih.txt', 'Mateo_27_mie.txt']"
"['Mateo_28_IJSUD.txt', 'Mateo_28_esp_rva.txt', 'Mateo_28_esp_a.txt']","['Mateo_28_xtm.txt', 'Mateo_28_mza.txt', 'Mateo_28_mxv.txt', 'Mateo_28_mpm.txt', 'Mateo_28_mks.txt', 'Mateo_28_mjc.txt', 'Mateo_28_miy.txt', 'Mateo_28_mit.txt', 'Mateo_28_mio.txt', 'Mateo_28_mih.txt', 'Mateo_28_mie.txt']"
"['Mateo_3_IJSUD.txt', 'Mateo_3_esp_rva.txt', 'Mateo_3_esp_a.txt']","['Mateo_3_mit.txt', 'Mateo_3_mpm.txt', 'Mateo_3_mie.txt', 'Mateo_3_mks.txt', 'Mateo_3_mza.txt', 'Mateo_3_mjc.txt', 'Mateo_3_mio.txt', 'Mateo_3_xtm.txt', 'Mateo_3_mxv.txt', 'Mateo_3_mih.txt', 'Mateo_3_miy.txt', 'Mateo_3_maq.txt']"
"['Mateo_4_IJSUD.txt', 'Mateo_4_esp_rva.txt', 'Mateo_4_esp_a.txt']","['Mateo_4_miy.txt', 'Mateo_4_mit.txt', 'Mateo_4_mpm.txt', 'Mateo_4_mie.txt', 'Mateo_4_mks.txt', 'Mateo_4_mza.txt', 'Mateo_4_mjc.txt', 'Mateo_4_mio.txt', 'Mateo_4_xtm.txt', 'Mateo_4_mxv.txt', 'Mateo_4_mih.txt']"
"['Mateo_5_IJSUD.txt', 'Mateo_5_esp_rva.txt', 'Mateo_5_esp_a.txt']","['Mateo_5_mit.txt', 'Mateo_5_mpm.txt', 'Mateo_5_mie.txt', 'Mateo_5_mks.txt', 'Mateo_5_mza.txt', 'Mateo_5_mjc.txt', 'Mateo_5_mio.txt', 'Mateo_5_xtm.txt', 'Mateo_5_mxv.txt', 'Mateo_5_mih.txt', 'Mateo_5_miy.txt']"
"['Mateo_7_IJSUD.txt', 'Mateo_7_esp_rva.txt', 'Mateo_7_esp_a.txt']","['Mateo_7_xtm.txt', 'Mateo_7_mza.txt', 'Mateo_7_mxv.txt', 'Mateo_7_mpm.txt', 'Mateo_7_mks.txt', 'Mateo_7_mjc.txt', 'Mateo_7_miy.txt', 'Mateo_7_mit.txt', 'Mateo_7_mio.txt', 'Mateo_7_mih.txt', 'Mateo_7_mie.txt']"
"['Mateo_8_IJSUD.txt', 'Mateo_8_esp_rva.txt', 'Mateo_8_esp_a.txt']","['Mateo_8_mit.txt', 'Mateo_8_mpm.txt', 'Mateo_8_mie.txt', 'Mateo_8_mks.txt', 'Mateo_8_mza.txt', 'Mateo_8_mio.txt', 'Mateo_8_xtm.txt', 'Mateo_8_mjc.txt', 'Mateo_8_mxv.txt', 'Mateo_8_mih.txt', 'Mateo_8_miy.txt']"
"['Mateo_9_IJSUD.txt', 'Mateo_9_esp_rva.txt', 'Mateo_9_esp_a.txt']","['Mateo_9_mit.txt', 'Mateo_9_mpm.txt', 'Mateo_9_mie.txt', 'Mateo_9_mks.txt', 'Mateo_9_mza.txt', 'Mateo_9_mjc.txt', 'Mateo_9_mio.txt', 'Mateo_9_xtm.txt', 'Mateo_9_mxv.txt', 'Mateo_9_mih.txt', 'Mateo_9_miy.txt']"
"['Romanos_10_IJSUD.txt', 'Romanos_10_esp_rva.txt', 'Romanos_10_esp_a.txt']","['Romanos_10_xtm.txt', 'Romanos_10_mxv.txt', 'Romanos_10_mks.txt', 'Romanos_10_mjc.txt', 'Romanos_10_miy.txt', 'Romanos_10_mit.txt', 'Romanos_10_mio.txt', 'Romanos_10_mih.txt', 'Romanos_10_mie.txt']"
"['Romanos_11_IJSUD.txt', 'Romanos_11_esp_rva.txt', 'Romanos_11_esp_a.txt']","['Romanos_11_xtm.txt', 'Romanos_11_mza.txt', 'Romanos_11_mxv.txt', 'Romanos_11_mpm.txt', 'Romanos_11_mks.txt', 'Romanos_11_mjc.txt', 'Romanos_11_miy.txt', 'Romanos_11_mit.txt', 'Romanos_11_mio.txt', 'Romanos_11_mih.txt', 'Romanos_11_mie.txt']"
"['Romanos_12_IJSUD.txt', 'Romanos_12_esp_rva.txt', 'Romanos_12_esp_a.txt']","['Romanos_12_xtm.txt', 'Romanos_12_mza.txt', 'Romanos_12_mxv.txt', 'Romanos_12_mpm.txt', 'Romanos_12_mks.txt', 'Romanos_12_mjc.txt', 'Romanos_12_miy.txt', 'Romanos_12_mit.txt', 'Romanos_12_mio.txt', 'Romanos_12_mie.txt']"
"['Romanos_13_IJSUD.txt', 'Romanos_13_esp_rva.txt', 'Romanos_13_esp_a.txt']","['Romanos_13_xtm.txt', 'Romanos_13_mza.txt', 'Romanos_13_mxv.txt', 'Romanos_13_mpm.txt', 'Romanos_13_mks.txt', 'Romanos_13_mjc.txt', 'Romanos_13_miy.txt', 'Romanos_13_mio.txt', 'Romanos_13_mih.txt', 'Romanos_13_mie.txt']"
"['Romanos_14_IJSUD.txt', 'Romanos_14_esp_rva.txt', 'Romanos_14_esp_a.txt']","['Romanos_14_xtm.txt', 'Romanos_14_mza.txt', 'Romanos_14_mxv.txt', 'Romanos_14_mpm.txt', 'Romanos_14_mks.txt', 'Romanos_14_mjc.txt', 'Romanos_14_miy.txt', 'Romanos_14_mit.txt', 'Romanos_14_mio.txt', 'Romanos_14_mih.txt', 'Romanos_14_mie.txt']"
"['Romanos_15_IJSUD.txt', 'Romanos_15_esp_rva.txt', 'Romanos_15_esp_a.txt']","['Romanos_15_xtm.txt', 'Romanos_15_mza.txt', 'Romanos_15_mxv.txt', 'Romanos_15_mpm.txt', 'Romanos_15_mks.txt', 'Romanos_15_mjc.txt', 'Romanos_15_miy.txt', 'Romanos_15_mit.txt', 'Romanos_15_mio.txt', 'Romanos_15_mih.txt', 'Romanos_15_mie.txt']"
"['Romanos_16_IJSUD.txt', 'Romanos_16_esp_rva.txt', 'Romanos_16_esp_a.txt']","['Romanos_16_mio.txt', 'Romanos_16_xtm.txt', 'Romanos_16_mza.txt', 'Romanos_16_mxv.txt', 'Romanos_16_mpm.txt', 'Romanos_16_mks.txt', 'Romanos_16_mjc.txt', 'Romanos_16_miy.txt', 'Romanos_16_mit.txt', 'Romanos_16_mih.txt', 'Romanos_16_mie.txt']"
"['Romanos_1_IJSUD.txt', 'Romanos_1_esp_rva.txt', 'Romanos_1_esp_a.txt']","['Romanos_1_xtm.txt', 'Romanos_1_mza.txt', 'Romanos_1_mxv.txt', 'Romanos_1_mpm.txt', 'Romanos_1_mks.txt', 'Romanos_1_mjc.txt', 'Romanos_1_miy.txt', 'Romanos_1_mit.txt', 'Romanos_1_mio.txt', 'Romanos_1_mih.txt']"
"['Romanos_2_IJSUD.txt', 'Romanos_2_esp_rva.txt', 'Romanos_2_esp_a.txt']","['Romanos_2_xtm.txt', 'Romanos_2_mza.txt', 'Romanos_2_mxv.txt', 'Romanos_2_mpm.txt', 'Romanos_2_mks.txt', 'Romanos_2_mjc.txt', 'Romanos_2_miy.txt', 'Romanos_2_mit.txt', 'Romanos_2_mih.txt', 'Romanos_2_mie.txt']"
"['Romanos_3_IJSUD.txt', 'Romanos_3_esp_rva.txt', 'Romanos_3_esp_a.txt']","['Romanos_3_xtm.txt', 'Romanos_3_mza.txt', 'Romanos_3_mxv.txt', 'Romanos_3_mpm.txt', 'Romanos_3_mks.txt', 'Romanos_3_mjc.txt', 'Romanos_3_miy.txt', 'Romanos_3_mit.txt', 'Romanos_3_mio.txt', 'Romanos_3_mih.txt', 'Romanos_3_mie.txt']"
"['Romanos_4_IJSUD.txt', 'Romanos_4_esp_rva.txt', 'Romanos_4_esp_a.txt']","['Romanos_4_xtm.txt', 'Romanos_4_mza.txt', 'Romanos_4_mxv.txt', 'Romanos_4_mpm.txt', 'Romanos_4_mks.txt', 'Romanos_4_mjc.txt', 'Romanos_4_miy.txt', 'Romanos_4_mit.txt', 'Romanos_4_mio.txt', 'Romanos_4_mih.txt', 'Romanos_4_mie.txt']"
"['Romanos_5_IJSUD.txt', 'Romanos_5_esp_rva.txt', 'Romanos_5_esp_a.txt']","['Romanos_5_xtm.txt', 'Romanos_5_mza.txt', 'Romanos_5_mxv.txt', 'Romanos_5_mpm.txt', 'Romanos_5_mks.txt', 'Romanos_5_mjc.txt', 'Romanos_5_miy.txt', 'Romanos_5_mit.txt', 'Romanos_5_mio.txt', 'Romanos_5_mih.txt', 'Romanos_5_mie.txt']"
"['Romanos_6_IJSUD.txt', 'Romanos_6_esp_rva.txt', 'Romanos_6_esp_a.txt']","['Romanos_6_xtm.txt', 'Romanos_6_mza.txt', 'Romanos_6_mxv.txt', 'Romanos_6_mpm.txt', 'Romanos_6_mks.txt', 'Romanos_6_mjc.txt', 'Romanos_6_miy.txt', 'Romanos_6_mit.txt', 'Romanos_6_mio.txt', 'Romanos_6_mih.txt', 'Romanos_6_mie.txt']"
"['Romanos_7_IJSUD.txt', 'Romanos_7_esp_rva.txt', 'Romanos_7_esp_a.txt']","['Romanos_7_xtm.txt', 'Romanos_7_mza.txt', 'Romanos_7_mxv.txt', 'Romanos_7_mpm.txt', 'Romanos_7_mks.txt', 'Romanos_7_mjc.txt', 'Romanos_7_miy.txt', 'Romanos_7_mit.txt', 'Romanos_7_mio.txt', 'Romanos_7_mih.txt', 'Romanos_7_mie.txt']"
"['Romanos_8_IJSUD.txt', 'Romanos_8_esp_rva.txt', 'Romanos_8_esp_a.txt']","['Romanos_8_xtm.txt', 'Romanos_8_mza.txt', 'Romanos_8_mxv.txt', 'Romanos_8_mpm.txt', 'Romanos_8_mks.txt', 'Romanos_8_mjc.txt', 'Romanos_8_miy.txt', 'Romanos_8_mit.txt', 'Romanos_8_mio.txt', 'Romanos_8_mih.txt', 'Romanos_8_mie.txt']"
"['Romanos_9_IJSUD.txt', 'Romanos_9_esp_rva.txt', 'Romanos_9_esp_a.txt']","['Romanos_9_xtm.txt', 'Romanos_9_mza.txt', 'Romanos_9_mxv.txt', 'Romanos_9_mpm.txt', 'Romanos_9_mks.txt', 'Romanos_9_mjc.txt', 'Romanos_9_miy.txt', 'Romanos_9_mit.txt', 'Romanos_9_mio.txt', 'Romanos_9_mih.txt', 'Romanos_9_mie.txt']"
"['Santiago_1_IJSUD.txt', 'Santiago_1_esp_rva.txt', 'Santiago_1_esp_a.txt']","['Santiago_1_xtm.txt', 'Santiago_1_mza.txt', 'Santiago_1_mxv.txt', 'Santiago_1_mpm.txt', 'Santiago_1_mks.txt', 'Santiago_1_mjc.txt', 'Santiago_1_miy.txt', 'Santiago_1_mit.txt', 'Santiago_1_mio.txt', 'Santiago_1_mih.txt', 'Santiago_1_mie.txt']"
"['Santiago_2_IJSUD.txt', 'Santiago_2_esp_rva.txt', 'Santiago_2_esp_a.txt']","['Santiago_2_xtm.txt', 'Santiago_2_mza.txt', 'Santiago_2_mxv.txt', 'Santiago_2_mpm.txt', 'Santiago_2_mks.txt', 'Santiago_2_mjc.txt', 'Santiago_2_miy.txt', 'Santiago_2_mit.txt', 'Santiago_2_mio.txt', 'Santiago_2_mih.txt', 'Santiago_2_mie.txt']"
"['Santiago_3_IJSUD.txt', 'Santiago_3_esp_rva.txt', 'Santiago_3_esp_a.txt']","['Santiago_3_xtm.txt', 'Santiago_3_mza.txt', 'Santiago_3_mxv.txt', 'Santiago_3_mpm.txt', 'Santiago_3_mks.txt', 'Santiago_3_mjc.txt', 'Santiago_3_miy.txt', 'Santiago_3_mit.txt', 'Santiago_3_mio.txt', 'Santiago_3_mih.txt', 'Santiago_3_mie.txt']"
"['Santiago_4_IJSUD.txt', 'Santiago_4_esp_rva.txt', 'Santiago_4_esp_a.txt']","['Santiago_4_xtm.txt', 'Santiago_4_mza.txt', 'Santiago_4_mxv.txt', 'Santiago_4_mpm.txt', 'Santiago_4_mks.txt', 'Santiago_4_mjc.txt', 'Santiago_4_miy.txt', 'Santiago_4_mit.txt', 'Santiago_4_mio.txt', 'Santiago_4_mih.txt', 'Santiago_4_mie.txt']"
"['Santiago_5_IJSUD.txt', 'Santiago_5_esp_rva.txt', 'Santiago_5_esp_a.txt']","['Santiago_5_xtm.txt', 'Santiago_5_mza.txt', 'Santiago_5_mxv.txt', 'Santiago_5_mpm.txt', 'Santiago_5_mks.txt', 'Santiago_5_mjc.txt', 'Santiago_5_miy.txt', 'Santiago_5_mit.txt', 'Santiago_5_mio.txt', 'Santiago_5_mih.txt', 'Santiago_5_mie.txt']"
"['Tito_1_IJSUD.txt', 'Tito_1_esp_rva.txt', 'Tito_1_esp_a.txt']","['Tito_1_xtm.txt', 'Tito_1_mza.txt', 'Tito_1_mxv.txt', 'Tito_1_mpm.txt', 'Tito_1_mks.txt', 'Tito_1_mjc.txt', 'Tito_1_miy.txt', 'Tito_1_mit.txt', 'Tito_1_mio.txt', 'Tito_1_mih.txt', 'Tito_1_mie.txt']"
"['Tito_2_IJSUD.txt', 'Tito_2_esp_rva.txt', 'Tito_2_esp_a.txt']","['Tito_2_xtm.txt', 'Tito_2_mza.txt', 'Tito_2_mxv.txt', 'Tito_2_mpm.txt', 'Tito_2_mks.txt', 'Tito_2_mjc.txt', 'Tito_2_miy.txt', 'Tito_2_mit.txt', 'Tito_2_mio.txt', 'Tito_2_mih.txt', 'Tito_2_mie.txt']"
"['Tito_3_IJSUD.txt', 'Tito_3_esp_rva.txt', 'Tito_3_esp_a.txt']","['Tito_3_xtm.txt', 'Tito_3_mxv.txt', 'Tito_3_mpm.txt', 'Tito_3_mks.txt', 'Tito_3_mjc.txt', 'Tito_3_miy.txt', 'Tito_3_mit.txt', 'Tito_3_mio.txt', 'Tito_3_mih.txt', 'Tito_3_mie.txt']"
['como_se_cria_un_cochinito_ES.txt'],['como_se_cria_un_cochinito_MX.txt']
['dpac_esp.txt'],['dpac_mixteco-del-oeste.txt']
['¿Está ud en casa__ES.txt'],['¿Está ud en casa__MX.txt']
